,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
2992,"3230 E Union Hills Dr, Ste B-125, Union Centre Shoppes","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, None, None, False, casual, None, False, True, 1, False, None, True, None, None, no)",3w66rzZq_rjA1kSmVt5Hew,"Restaurants, Sandwiches, Fast Food",Phoenix,"(7:0-22:0, 7:0-22:0, 8:0-21:0, 9:0-21:0, 7:0-22:0, 7:0-22:0, 7:0-22:0)",1,33.6556530143,-112.012032084,Subway,,85050,7,3.0,AZ
2993,202 N Central Ave,"(None, None, None, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, True, casual, None, True, True, 1, None, False, True, None, True, None)",j5wcbhFqxEF-YtayK2fTjQ,Restaurants,Phoenix,,0,33.450611,-112.074198,Silver Spoon Cafe,,85004,9,3.5,AZ
2994,4501 West Van Buren St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, None, no)",N-5j18ODfZKH_Q5p__MoSw,"Restaurants, Mexican, Food Trucks, Food, Street Vendors",Phoenix,,1,33.4507665,-112.1568449,Queso Good,,85043,71,3.5,AZ
2995,8129 N 35th Ave,"(None, None, None, None, None, None, None, False, None, True, None, None, True, None, None, None, None, False, None, True, None, None, None, False, None, quiet, None, False, casual, None, False, True, 1, False, None, True, None, None, None)",GRR61NwIkgpzPjQVjx5LAA,"Sandwiches, Restaurants, Fast Food",Phoenix,,1,33.5555964,-112.133732,Subway,,85051,4,2.0,AZ
2996,711 S Central Ave,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, True, casual, None, False, True, 1, True, None, True, None, True, no)",7eXOhLg-ijHL_0NIPNyq2A,"Nightlife, Lounges, Mexican, Bars, Restaurants",Phoenix,"(9:0-2:0, 10:30-19:0, 9:0-2:0, 9:0-20:0, 10:30-0:0, 10:30-19:0, 10:30-20:0)",1,33.440618,-112.0738076,El Chino Restaurante Y Cantina,,85004,28,3.5,AZ
2997,9706 N 7th St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, True, False, 1, False, False, True, None, True, no)",ud4410hDak6LxcXzCOy1kw,"Wine Bars, Beer Bar, Caterers, Event Planning & Services, Bars, Restaurants, Nightlife, Sandwiches, Southern, Barbeque",Phoenix,"(11:0-20:0, 11:0-20:0, 11:0-20:0, 11:0-20:0, 11:0-20:0, 11:0-20:0, 11:0-20:0)",0,33.574496,-112.065478,Waldo's BBQ Express,,85020,82,4.0,AZ
2998,"3 S 2nd St, Ste 107","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, True, True, 2, True, False, True, None, None, None)",0KpoeCt1E-SQsUBwtjLAEw,"Cafes, Mediterranean, Restaurants, Greek",Phoenix,"(10:0-19:0, 10:0-19:0, 11:0-19:0, 11:0-19:0, 10:0-19:0, 10:0-19:0, 10:0-19:0)",1,33.4469961,-112.0709471,Athens Pita & Greek Grill,,85004,20,3.0,AZ
2999,1915 E McDowell Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 2, True, True, True, None, None, no)",QMI6A2H1N3SwKU69SiASJA,"Vegan, Restaurants, Moroccan, Mediterranean",Phoenix,"(11:0-20:0, 10:30-18:0, 11:0-20:0, 12:0-16:0, 10:30-18:0, 10:30-18:0, 10:30-18:0)",0,33.4656279532,-112.040942945,Couscous Express,,85006,141,4.5,AZ
3000,2020 N 75th Ave,,plnZTiH4rmzsjuALAzouNw,"Coffee & Tea, Restaurants, Fast Food, Food, Burgers",Phoenix,"(4:0-1:0, 4:0-1:0, 4:0-1:0, 4:0-1:0, 4:0-1:0, 4:0-1:0, 4:0-1:0)",1,33.4702903,-112.2233126,McDonald's,,85035,5,2.5,AZ
3001,3455 W McDowell Rd,"(None, None, None, None, None, None, None, True, None, True, None, None, None, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, None, casual, None, False, True, 1, False, None, True, None, None, None)",1buqH6E5R2jPOrTQDF6sFQ,"Restaurants, Burgers, Desserts, Food, Breakfast & Brunch",Phoenix,,1,33.4656892,-112.134034,Jack-In-the Box,,85009,4,2.0,AZ
3002,21001 N Tatum Blvd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, True, True, True, None, True, no)",cl52HltTt7tV5o6ANZq8OQ,"Restaurants, American (Traditional)",Phoenix,,0,33.679015,-111.974484,TGI Friday's,,85050,26,2.5,AZ
3003,"7828 N 19th Ave, Ste 6","(None, None, full_bar, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, False, casual, None, False, True, 1, False, True, True, None, True, None)",2QcPbyRAw79poY9OKP3hfg,"Restaurants, Vietnamese",Phoenix,"(10:0-21:0, 10:0-21:0, 10:0-21:0, 10:0-21:0, 10:0-21:0, 10:0-21:0, 10:0-21:0)",0,33.551961,-112.100102,Tu DO Restaurant,,85021,9,2.5,AZ
3004,6008 N 16th St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, False, no, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, False, None, None, None, None, False, False, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, False, casual, True, False, False, 2, False, True, True, no, True, free)",jsuUmIEefPjV__ads62Z5w,"Bars, Breakfast & Brunch, Tex-Mex, Nightlife, Restaurants, American (Traditional), New Mexican Cuisine, Mexican",Phoenix,"(7:0-0:0, 7:0-23:0, 7:0-0:0, 7:0-23:0, 7:0-23:0, 7:0-23:0, 7:0-23:0)",1,33.5241701059,-112.047840594,Dick's Hideaway,,85014,841,4.5,AZ
3005,"5555 N 7th St, Ste 108","(None, None, None, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}, None, None, False, None, None, None, True, casual, None, False, True, 2, True, None, True, None, None, None)",CcvALKrGiibvix6MuHtAng,"Restaurants, Vegan, Cafes",Phoenix,"(8:0-21:0, None, 8:0-21:0, 8:0-21:0, 8:0-21:0, 8:0-21:0, 8:0-21:0)",1,33.5184615021,-112.06355799,Pomegranate Cafe,,85014,101,4.0,AZ
3006,2640 W Bethany Home Rd,"(None, None, None, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, loud, None, False, casual, None, False, True, 1, False, False, True, None, None, None)",CV5AxpIjYl49HCdC3KkGyg,"Restaurants, Fast Food, Burgers",Phoenix,"(6:0-22:0, 6:0-22:0, 6:0-22:0, 7:0-22:0, 6:0-22:0, 6:0-22:0, 6:0-22:0)",1,33.5244381,-112.1161251,Burger King,,85017,7,2.5,AZ
3007,"4923 E Chandler Blvd, Ste 300","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, None, no)",sKHDoLqDj99UuAP8ljSaTw,"Restaurants, Fast Food, Event Planning & Services, Caterers, Mexican",Phoenix,"(6:0-22:0, 6:0-22:0, 6:0-22:0, 6:0-22:0, 6:0-22:0, 6:0-22:0, 6:0-22:0)",1,33.3047822394,-111.977656692,QDOBA Mexican Eats,,85048,48,3.0,AZ
3008,5219 S 7th St,"(None, None, None, None, None, None, None, True, None, True, None, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, None, True, None, None, no)",suNSq8Bs2vsN1nHlOULNog,"Restaurants, Chinese, Noodles, Soup",Phoenix,"(11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0)",0,33.3988083,-112.0643361,Wongs To Go,,85040,8,4.0,AZ
3009,6219 N 7th St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, True, no)",gaVbK3SlRnOAWWVyyu3SVA,"Sandwiches, Restaurants, Hot Dogs",Phoenix,"(10:0-19:0, 10:0-19:0, 10:0-19:0, None, 10:0-19:0, 10:0-19:0, 10:0-19:0)",0,33.52812,-112.0646901,The Great Dane Restaurant,,85014,51,4.5,AZ
3010,"10810 N Tatum Blvd, Ste 126","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}, None, None, None, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, False, False, None, None, None, True, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, True, True, True, None, True, free)",042IHd5KjHiMuBtGtugO_g,"Breakfast & Brunch, Restaurants, Burgers, Breweries, Nightlife, Food, Bars, American (New), Gluten-Free",Phoenix,"(11:0-1:30, 11:0-0:0, 9:0-1:30, 9:0-0:0, 11:0-0:0, 11:0-0:0, 11:0-0:0)",1,33.584062538,-111.979759816,OHSO Brewery - Paradise Valley,,85028,532,4.0,AZ
3011,3401 W Greenway Rd,"(None, None, None, None, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None)",zHmLmqgXgwSKI5_-m_IY7g,"Event Planning & Services, Active Life, Restaurants, Go Karts, Race Tracks, Arcades, Arts & Entertainment, Venues & Event Spaces",Phoenix,"(10:0-0:0, 11:0-22:0, 10:0-0:0, 11:0-20:0, 11:0-22:0, 11:0-22:0, 11:0-22:0)",0,33.624127028,-112.131785005,Phoenix Indoor Karting,,85053,34,2.5,AZ
3012,10450 N 28th Dr,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 2, False, True, True, None, True, free)",dOKSdB0X4tF2EmgH_RHq0w,"American (Traditional), Ice Cream & Frozen Yogurt, Restaurants, Food",Phoenix,"(11:0-23:0, 11:0-22:0, 11:0-23:0, 11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0)",0,33.5815498715,-112.12205261,Swensen's Grill &  Ice Cream Parlor,,85051,25,3.5,AZ
3013,4247 E Indian School Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, no, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, True, False, True, 1, False, False, True, None, True, no)",VcYpdJIoDgwBOdIJ_IvadA,"Restaurants, Food, Sandwiches, Delis, Desserts",Phoenix,"(9:0-15:0, 9:0-15:0, 9:0-15:0, None, 9:0-15:0, 9:0-15:0, 9:0-15:0)",1,33.4945964,-111.9893939,Sacks Sandwiches - Arcadia,,85018,82,4.0,AZ
3014,4430 E Thomas,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}, None, None, True, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, None, free)",VEM9ddboePvhvucd3jAbVQ,"Food, Burgers, Fast Food, Coffee & Tea, Restaurants",Phoenix,"(0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0)",1,33.4807085251,-111.985690445,McDonald's,,85018,31,2.0,AZ
3015,3431 N 56th St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, True, False, 1, False, False, True, None, None, no)",LA8KYt-SaeTpb_qQ5Wc4aQ,"Food Delivery Services, Food, Italian, Pizza, Restaurants",Phoenix,"(11:0-23:0, 16:0-22:0, 11:0-23:0, 11:0-22:0, 16:0-22:0, 16:0-22:0, 16:0-22:0)",1,33.4885946606,-111.960465439,Lou Malnati's Pizzeria,,85018,57,3.5,AZ
3016,"3831 E Thunderbird Rd, Ste 1","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}, None, None, True, None, quiet, None, True, casual, None, False, True, 1, False, False, True, None, None, free)",GLVahCssTKPBY_06LzUGQA,"Breakfast & Brunch, Bagels, Sandwiches, Delis, Donuts, Restaurants, Food, Cafes",Phoenix,"(5:0-18:0, 5:0-18:0, 5:0-18:0, 5:0-18:0, 5:0-18:0, 5:0-18:0, 5:0-18:0)",1,33.611676987,-111.998446161,Rainbow Donuts Cafe and Deli,,85032,135,4.5,AZ
3017,2950 N. 32nd St Street,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, None, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, None, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",hmV6gxzR9zwcTUbUd3srrw,"Restaurants, Pizza, Fast Food",Phoenix,"(10:30-23:0, 10:30-22:0, 10:30-23:0, 10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0)",1,33.4814407,-112.0129246,Little Caesars Pizza,,85012,8,2.5,AZ
3018,4609 E Chandler Blvd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, None, None, 2, True, None, True, None, None, no)",91GxxEnwkkdmpGXnvCXZzg,"Restaurants, American (Traditional)",Phoenix,,0,33.3049038,-111.9829809,Applebee's Neighborhood Grill & Bar,,85048,5,1.5,AZ
3019,2325 N 7th St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 2, True, True, True, None, None, free)",vYeSTLvRuTuWoZV6tmvAxw,"Breakfast & Brunch, Cafes, Restaurants",Phoenix,"(7:30-15:0, 7:30-15:0, 8:0-15:0, 8:0-15:0, 7:30-15:0, None, 7:30-15:0)",0,33.474229,-112.064787,Wy-Knot Cafe,,85006,193,4.0,AZ
3020,1205 E Van Buren St,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, False, no, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 1, False, False, True, None, True, free)",Lqp3uwGJU6CHyys-eerMmQ,"Specialty Food, Mexican, Restaurants, Grocery, Food, Ethnic Food",Phoenix,"(9:0-20:0, 9:0-20:0, 9:0-20:0, 9:0-19:0, 9:0-20:0, 9:0-20:0, 9:0-20:0)",0,33.45107,-112.055957,La Tolteca Mexican Foods,,85006,153,4.0,AZ
3021,18 W Monroe St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, False, no, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, True, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, None, True, False, None, None, True, None, False, False, {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, True, casual, None, False, True, 2, True, True, True, outdoor, True, free)",_sOni_t0FvAQuUDBEGe3Gg,"Restaurants, Pubs, Arts & Entertainment, Bars, Irish, Music Venues, Nightlife, Irish Pub",Phoenix,"(10:0-2:0, 10:0-2:0, 10:0-2:0, 10:0-2:0, 10:0-2:0, 10:0-2:0, 10:0-2:0)",1,33.450501,-112.074328,Seamus McCaffrey's,,85003,310,3.5,AZ
3022,117 S Main St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, very_loud, None, False, casual, None, False, True, 2, False, True, True, None, True, None)",fvau2MPO14S62-Ul8mNTwg,"Barbeque, Restaurants",Phoenix,,0,42.2740439,-122.8155262,Roscoe's BBQ,,97535,26,4.0,OR
3023,2501 W Happy Valley,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, True, True, True, None, True, free)",qL7oHKdDd4eM2NIE4SFYAg,"Specialty Food, Sushi Bars, Food, Restaurants, Japanese",Phoenix,"(16:30-20:30, 16:30-20:30, 12:0-20:30, 12:0-20:30, 16:30-20:30, 16:30-20:30, 16:30-20:30)",1,33.7112170171,-112.111433694,Bento Box,,85085,118,3.5,AZ
3024,1575 E Camelback Rd,"(None, None, None, None, None, None, None, None, None, None, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, casual, None, None, True, 1, None, None, None, None, None, None)",aPXqM0otWirctn5d4HkTNQ,"Buffets, Restaurants, Chinese",Phoenix,,0,33.5089548,-112.0483091,Imperial Garden Chinese Buffett,,85014,3,3.0,AZ
3025,16 W Adams St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, True, False, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, False, 1, False, False, True, None, True, no)",1LM9PRDlmBpIgBKdAAWIZA,"Restaurants, American (Traditional), Burgers, Mediterranean, Hot Dogs, Greek",Phoenix,"(10:30-15:0, 10:30-15:0, None, None, 10:30-15:0, 10:30-15:0, 10:30-15:0)",0,33.4493297,-112.0739934,Coney Island Grill,,85003,32,3.5,AZ
3026,4515 N 7th Ave,"(None, None, None, None, False, no, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, False, casual, None, False, True, 1, None, True, True, None, None, None)",kWbCj-QDpzV2MieHMrEICw,"Buffets, Restaurants, Chinese",Phoenix,,0,33.5026862,-112.0821589,South China Buffet,,85013,7,2.5,AZ
3027,6505 N 7th St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, False, True, {'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, True, True, 2, True, True, True, None, None, no)",Zps5RW0brl-s43OvlCgZAQ,"Pizza, Kosher, Restaurants, Seafood, Italian",Phoenix,"(8:0-14:30, 8:0-20:30, 21:15-23:30, 9:0-20:30, 8:0-20:30, 8:0-20:30, 8:0-20:30)",1,33.5313736456,-112.064528175,LaBella Pizzeria and Restaurant,,85014,93,4.0,AZ
3028,4810 N 7th St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, True, no)",HCsceGqc3Y3SiUxcpzNuDA,"Restaurants, Mexican, Kosher, Italian, Pizza",Phoenix,"(11:0-14:30, 11:0-20:0, 11:0-14:30, 11:0-20:0, 11:0-20:0, 11:0-20:0, 11:0-20:0)",0,33.5080653,-112.065452,King Solomon's Pizza,,85014,15,4.5,AZ
